X,26.2,Put,26,07/28/17,2,0.32,0.33,0.34,0.33,10754,160,67.21,77.59%,07/26/17
EXAS,39.65,Call,45,08/18/17,23,0.25,0.38,0.50,0.4,3140,1141,2.75,48.52%,07/26/17
NFLX,189.08,Call,195,08/04/17,9,1.18,1.24,1.30,1.2,1918,699,2.74,29.98%,07/26/17
JD,45.87,Call,45,08/04/17,9,1.38,1.44,1.50,1.43,797,291,2.74,34.83%,07/26/17
C,67.98,Put,68.5,07/28/17,2,0.67,0.69,0.70,0.74,624,228,2.74,25.95%,07/26/17
NOK,6.17,Call,6.5,07/28/17,2,0.08,0.09,0.10,0.1,5668,2073,2.73,163.39%,07/26/17
FB,165.61,Call,187.5,07/28/17,2,0.03,0.06,0.09,0.08,1527,559,2.73,111.03%,07/26/17
FB,165.61,Call,177.5,08/04/17,9,0.62,0.7,0.77,0.69,2144,786,2.73,41.63%,07/26/17
CERN,64.62,Call,70,08/18/17,23,0.35,0.4,0.45,0.4,812,298,2.72,31.18%,07/26/17
KR,23.72,Put,24,09/15/17,51,1.30,1.38,1.45,1.38,16835,6180,2.72,35.51%,07/26/17
DHR,82.01,Put,90,12/15/17,142,8.10,8.4,8.70,8.28,655,242,2.71,15.45%,07/26/17
PEP,117.19,Put,115,10/20/17,86,2.23,2.29,2.35,2.27,3510,1302,2.7,15.18%,07/26/17
EPD,27.6,Call,15,01/19/18,177,12.40,12.55,12.70,12.6,1140,423,2.7,0.00%,07/26/17
NE,4.05,Call,7,01/18/19,541,0.46,0.51,0.55,0.55,4032,1501,2.69,59.95%,07/26/17
IRBT,106.49,Call,95,08/18/17,23,11.70,12.55,13.40,12.35,765,284,2.69,47.38%,07/26/17
BABA,155.79,Call,162.5,08/04/17,9,0.36,0.43,0.50,0.42,1017,382,2.66,26.02%,07/26/17
WYNN,132,Put,131,07/28/17,2,0.67,0.81,0.95,0.85,627,236,2.66,45.46%,07/26/17
AMD,14.76,Call,16,08/04/17,9,0.12,0.13,0.14,0.13,6806,2566,2.65,59.06%,07/26/17
AKS,6.24,Put,6.5,08/18/17,23,0.52,0.53,0.54,0.5,537,203,2.65,62.41%,07/26/17
DDS,73.51,Put,72.5,08/18/17,23,3.70,4.05,4.40,4.25,506,192,2.64,63.85%,07/26/17
X,26.2,Call,26.5,07/28/17,2,0.27,0.31,0.34,0.28,5296,2014,2.63,79.69%,07/26/17
AAPL,153.46,Put,142,08/11/17,16,0.43,0.45,0.47,0.45,639,244,2.62,30.51%,07/26/17
FB,165.61,Call,190,08/04/17,9,0.07,0.15,0.23,0.18,629,241,2.61,49.24%,07/26/17
KMB,122.24,Call,125,08/18/17,23,0.80,0.95,1.10,0.85,3169,1220,2.6,16.62%,07/26/17
BX,34.49,Call,33.5,07/28/17,2,0.96,1.01,1.06,1.15,855,329,2.6,36.97%,07/26/17
UN,58.3,Call,60,09/15/17,51,0.55,0.63,0.70,0.65,1108,426,2.6,14.57%,07/26/17
DVAX,10.4,Put,10,08/18/17,23,2.30,2.4,2.50,2.3,3483,1343,2.59,264.79%,07/26/17
FB,165.61,Put,165,08/11/17,16,3.85,4.05,4.25,4,556,215,2.59,32.80%,07/26/17
JD,45.87,Call,49,09/15/17,51,1.19,1.27,1.35,1.28,586,226,2.59,35.87%,07/26/17
EROS,13.75,Put,17.5,12/15/17,142,4.70,4.85,5.00,4.88,662,256,2.59,68.37%,07/26/17
AMD,14.76,Call,20,08/11/17,16,0.01,0.03,0.04,0.01,610,236,2.58,76.32%,07/26/17
AMD,14.76,Put,14,08/11/17,16,0.32,0.34,0.35,0.37,1768,686,2.58,55.71%,07/26/17
TXN,82.53,Call,85,09/15/17,51,0.98,1.03,1.08,1.01,976,380,2.57,16.07%,07/26/17
X,26.2,Put,26,08/18/17,23,1.15,1.18,1.20,1.22,3483,1353,2.57,50.15%,07/26/17
INTC,34.75,Call,35,08/11/17,16,0.52,0.54,0.56,0.54,2064,802,2.57,23.07%,07/26/17
TSLA,343.85,Put,337.5,07/28/17,2,1.31,1.41,1.50,1.5,2281,890,2.56,52.86%,07/26/17
UAL,70.24,Call,71,07/28/17,2,0.29,0.31,0.32,0.3,1230,480,2.56,41.41%,07/26/17
TSLA,343.85,Put,345,07/28/17,2,4.15,4.33,4.50,4.25,2267,889,2.55,51.83%,07/26/17
FB,165.61,Put,155,08/11/17,16,0.10,0.64,1.17,0.97,1666,655,2.54,29.45%,07/26/17
BIIB,295.61,Put,280,09/15/17,51,4.30,4.55,4.80,4.3,608,240,2.53,25.24%,07/26/17
CELG,137.75,Call,145,07/28/17,2,0.20,0.24,0.28,0.26,1033,409,2.53,74.24%,07/26/17
X,26.2,Put,25,07/28/17,2,0.09,0.1,0.10,0.1,5176,2046,2.53,88.06%,07/26/17
FB,165.61,Call,167.5,08/18/17,23,3.80,3.9,4.00,3.95,2594,1027,2.53,29.05%,07/26/17
BX,34.49,Call,29,01/19/18,177,5.40,5.5,5.60,5.65,550,217,2.53,0.00%,07/26/17
AUY,2.62,Put,2.5,07/28/17,2,0.02,0.03,0.03,0.02,726,287,2.53,129.23%,07/26/17
FLS,46.64,Put,40,08/18/17,23,0.05,0.13,0.20,0.08,510,202,2.52,41.51%,07/26/17
CMG,340.6,Call,347.5,07/28/17,2,1.30,1.5,1.70,1.21,1232,491,2.51,56.31%,07/26/17
TGT,54.96,Call,57,08/11/17,16,0.23,0.29,0.35,0.25,2908,1159,2.51,21.81%,07/26/17
ACHC,49.26,Call,50,08/18/17,23,1.70,1.88,2.05,1.7,1066,424,2.51,45.52%,07/26/17
MA,130.99,Put,126,07/28/17,2,0.35,0.42,0.48,0.4,941,377,2.5,74.20%,07/26/17
BBBY,29.24,Call,29,07/28/17,2,0.31,0.43,0.55,0.45,2375,949,2.5,48.35%,07/26/17
TSLA,343.85,Put,335,07/28/17,2,0.80,0.88,0.96,0.89,4186,1681,2.49,53.08%,07/26/17
TWTR,19.61,Put,18.5,07/28/17,2,0.54,0.53,0.52,0.51,5973,2398,2.49,248.43%,07/26/17
DHR,82.01,Put,75,12/15/17,142,0.95,1.03,1.10,1.06,655,263,2.49,18.29%,07/26/17
BX,34.49,Call,33,07/28/17,2,1.46,1.5,1.54,1.48,1595,644,2.48,44.72%,07/26/17
VALE,9.39,Put,9.5,07/28/17,2,0.22,0.25,0.27,0.26,15379,6216,2.47,93.81%,07/26/17
AMD,14.76,Call,15.5,07/28/17,2,0.06,0.07,0.07,0.07,47574,19373,2.46,95.16%,07/26/17
BWLD,122.65,Put,105,08/18/17,23,0.75,0.9,1.05,1,1857,755,2.46,54.30%,07/26/17
WYNN,132,Put,127,07/28/17,2,0.10,0.13,0.15,0.14,813,330,2.46,52.13%,07/26/17
RPM,52.63,Call,55,11/17/17,114,1.60,1.68,1.75,1.65,3122,1267,2.46,22.02%,07/26/17
RTN,168.88,Call,175,11/17/17,114,3.00,3.25,3.50,3.05,647,264,2.45,14.66%,07/26/17
DYN,8.61,Call,9,08/18/17,23,0.45,0.55,0.65,0.55,2008,818,2.45,84.37%,07/26/17
BIIB,295.61,Call,295,08/04/17,9,4.60,4.9,5.20,5.3,700,287,2.44,26.10%,07/26/17
FCX,15.06,Call,15,08/04/17,9,0.40,0.43,0.45,0.42,3142,1290,2.44,44.21%,07/26/17
TXN,82.53,Call,81,07/28/17,2,1.41,1.53,1.64,1.35,2467,1009,2.44,0.00%,07/26/17
BA,233.45,Call,230,06/15/18,324,16.90,17.15,17.40,16.2,550,226,2.43,16.35%,07/26/17
PYPL,58.79,Call,58.5,07/28/17,2,1.77,1.84,1.90,1.79,534,220,2.43,137.64%,07/26/17
AMZN,1052.8,Call,1047.5,07/28/17,2,23.05,23.43,23.80,22.82,576,237,2.43,94.18%,07/26/17
SAVE,48.85,Put,50,09/15/17,51,2.80,2.9,3.00,3.3,505,208,2.43,31.88%,07/26/17
PYPL,58.79,Call,59,07/28/17,2,1.52,1.58,1.64,1.53,1231,508,2.42,136.80%,07/26/17
DOW,66.42,Call,30,01/19/18,177,35.85,36.38,36.90,36.4,1965,811,2.42,0.00%,07/26/17
FB,165.61,Put,157.5,08/11/17,16,1.42,1.66,1.90,1.43,1263,521,2.42,35.61%,07/26/17
HAL,43.32,Put,43,08/18/17,23,0.92,0.97,1.01,0.94,705,292,2.41,26.76%,07/26/17
NEM,36.96,Call,36.5,07/28/17,2,0.58,0.62,0.65,0.62,575,239,2.41,43.71%,07/26/17
CFMS,5.45,Call,5,01/19/18,177,1.10,1.3,1.50,1.5,540,225,2.4,73.18%,07/26/17
TWX,101.65,Put,70,01/19/18,177,0.16,0.25,0.33,0.21,16001,6669,2.4,30.13%,07/26/17
TER,36.8,Call,37,08/18/17,23,1.25,1.3,1.35,1.3,1306,547,2.39,38.38%,07/26/17
COH,47.89,Put,28,01/18/19,541,0.50,0.65,0.80,0.75,611,258,2.37,34.39%,07/26/17
BX,34.49,Call,34,07/28/17,2,0.46,0.51,0.55,0.48,1306,550,2.37,19.97%,07/26/17
AKAM,45.49,Put,48,07/28/17,2,2.47,2.61,2.75,2.57,2217,935,2.37,82.03%,07/26/17
CLF,7.73,Call,8,08/04/17,9,0.30,0.32,0.34,0.34,3186,1354,2.35,95.07%,07/26/17
CMG,340.6,Call,350,08/18/17,23,6.60,6.95,7.30,6.8,802,341,2.35,32.33%,07/26/17
CMG,340.6,Call,355,07/28/17,2,0.25,0.53,0.80,0.5,2438,1043,2.34,61.48%,07/26/17
CMG,340.6,Put,337.5,07/28/17,2,2.55,2.68,2.80,2.54,703,300,2.34,57.08%,07/26/17
OAS,7.86,Call,11,11/17/17,114,0.20,0.28,0.35,0.28,1000,428,2.34,61.39%,07/26/17
X,26.2,Call,28.5,07/28/17,2,0.01,0.02,0.03,0.02,1067,456,2.34,90.80%,07/26/17
AMZN,1052.8,Call,1065,07/28/17,2,14.50,15,15.50,14.7,562,240,2.34,92.78%,07/26/17
CF,28.88,Call,30,07/28/17,2,0.07,0.08,0.09,0.07,1020,438,2.33,68.99%,07/26/17
NVDA,167.26,Put,167.5,07/28/17,2,1.73,1.82,1.90,1.85,6027,2584,2.33,48.50%,07/26/17
AAPL,153.46,Put,152.5,08/18/17,23,3.40,3.45,3.50,3.45,746,320,2.33,26.43%,07/26/17
AIG,65.19,Call,67,08/11/17,16,0.52,0.58,0.64,0.56,864,372,2.32,23.91%,07/26/17
AMD,14.76,Call,16,08/25/17,30,0.43,0.45,0.47,0.43,1166,504,2.31,54.36%,07/26/17
CELG,137.75,Call,137,07/28/17,2,2.52,2.62,2.71,2.93,1139,500,2.28,77.31%,07/26/17
BX,34.49,Call,34,08/04/17,9,0.43,0.5,0.57,0.49,1881,827,2.27,4.81%,07/26/17
AMD,14.76,Call,15,08/04/17,9,0.38,0.39,0.39,0.38,7988,3542,2.26,56.26%,07/26/17
NRG,24.67,Put,23,09/15/17,51,0.80,0.9,1.00,0.9,901,399,2.26,45.88%,07/26/17
C,67.98,Put,67.5,07/28/17,2,0.18,0.19,0.20,0.22,1394,617,2.26,27.13%,07/26/17
AMD,14.76,Put,14.5,08/04/17,9,0.36,0.37,0.38,0.37,4027,1786,2.25,56.79%,07/26/17
FNV,73.12,Put,70,08/18/17,23,0.75,0.85,0.95,0.9,716,318,2.25,29.37%,07/26/17
LKQ,32.84,Call,32.5,08/18/17,23,1.10,1.15,1.20,1.15,1031,458,2.25,29.97%,07/26/17
MSI,91.84,Put,87.5,08/18/17,23,0.81,0.85,0.89,0.95,711,318,2.24,27.86%,07/26/17
AMBA,50.61,Call,54,08/18/17,23,0.60,0.65,0.70,0.6,563,252,2.23,36.48%,07/26/17
CMG,340.6,Call,350,07/28/17,2,0.85,1,1.15,1.05,2693,1206,2.23,56.73%,07/26/17
NEM,36.96,Call,37,01/18/19,541,5.35,5.68,6.00,5.5,1343,601,2.23,30.47%,07/26/17
TSLA,343.85,Put,340,07/28/17,2,1.97,2.11,2.24,2.05,4873,2191,2.22,52.12%,07/26/17
GILD,74.19,Call,78,07/28/17,2,0.30,0.36,0.42,0.39,1355,611,2.22,99.97%,07/26/17
AMD,14.76,Call,16,09/01/17,37,0.53,0.56,0.58,0.53,887,399,2.22,54.91%,07/26/17
GS,222.25,Put,222.5,07/28/17,2,1.19,1.22,1.25,1.23,1895,859,2.21,23.56%,07/26/17
TSLA,343.85,Call,340,07/28/17,2,5.65,5.83,6.00,5.9,7319,3315,2.21,49.97%,07/26/17
AMD,14.76,Call,15.5,08/25/17,30,0.58,0.6,0.62,0.6,1194,541,2.21,54.04%,07/26/17
BMY,55.98,Call,57,07/28/17,2,0.41,0.54,0.67,0.62,4567,2069,2.21,81.81%,07/26/17
CAT,113.52,Call,120,10/20/17,86,1.90,2.01,2.12,2.02,3696,1683,2.2,19.74%,07/26/17
FCX,15.06,Call,15.5,08/04/17,9,0.20,0.21,0.22,0.23,1444,655,2.2,43.22%,07/26/17
AMD,14.76,Put,15.5,08/04/17,9,0.95,0.97,0.98,0.91,3267,1485,2.2,57.70%,07/26/17
TWTR,19.61,Call,21.5,07/28/17,2,0.31,0.34,0.36,0.33,5809,2652,2.19,235.87%,07/26/17
GILD,74.19,Put,72.5,07/28/17,2,0.90,0.98,1.05,1,1173,537,2.18,110.23%,07/26/17
MGM,33.87,Put,32.5,07/28/17,2,0.27,0.31,0.35,0.33,1066,489,2.18,118.29%,07/26/17
TSLA,343.85,Call,420,08/04/17,9,0.09,0.17,0.24,0.24,604,278,2.17,61.17%,07/26/17
AMD,14.76,Call,15,08/25/17,30,0.76,0.79,0.82,0.79,1655,762,2.17,53.80%,07/26/17
MCD,156.51,Call,157.5,08/18/17,23,1.58,1.68,1.78,1.61,1749,805,2.17,13.62%,07/26/17
TSLA,343.85,Put,332.5,07/28/17,2,0.50,0.57,0.64,0.57,3012,1395,2.16,54.60%,07/26/17
TWTR,19.61,Put,18.5,08/04/17,9,0.55,0.59,0.62,0.6,630,293,2.15,93.36%,07/26/17
BWLD,122.65,Put,120,08/18/17,23,4.50,4.6,4.70,4.6,1569,732,2.14,49.39%,07/26/17
WLL,5.22,Call,6,08/04/17,9,0.06,0.07,0.07,0.07,2646,1239,2.14,94.04%,07/26/17
CMG,340.6,Call,345,08/18/17,23,8.60,8.95,9.30,8.9,664,311,2.14,32.51%,07/26/17
CRM,91.07,Call,91,07/28/17,2,0.47,0.53,0.58,0.28,1084,507,2.14,25.66%,07/26/17
LRCX,168.34,Call,170,08/18/17,23,4.90,5,5.10,5.09,1532,716,2.14,34.67%,07/26/17
LULU,61.47,Put,62.5,09/15/17,51,4.15,4.33,4.50,4.35,1160,543,2.14,42.02%,07/26/17
NVDA,167.26,Put,170,08/04/17,9,5.00,5.08,5.15,5.1,943,442,2.13,35.79%,07/26/17
CVX,105.12,Put,100,07/28/17,2,0.12,0.15,0.17,0.13,8080,3808,2.12,69.51%,07/26/17
DOW,66.42,Call,65.5,07/28/17,2,0.88,0.98,1.07,0.93,539,256,2.11,23.67%,07/26/17
PYPL,58.79,Put,55,07/28/17,2,0.34,0.37,0.40,0.39,1136,539,2.11,134.71%,07/26/17
FB,165.61,Call,185,12/15/17,142,3.55,3.93,4.30,3.7,3817,1810,2.11,24.87%,07/26/17
X,26.2,Call,28,08/04/17,9,0.22,0.23,0.24,0.22,579,276,2.1,52.44%,07/26/17
TWTR,19.61,Call,19.5,07/28/17,2,1.01,1.04,1.06,1.05,3216,1529,2.1,239.84%,07/26/17
MU,29.81,Put,29,09/15/17,51,1.30,1.32,1.33,1.33,589,282,2.09,39.40%,07/26/17
X,26.2,Put,24.5,07/28/17,2,0.04,0.05,0.06,0.04,4163,1993,2.09,94.27%,07/26/17
JPM,91.93,Call,105,06/15/18,324,1.78,1.88,1.98,1.99,1016,487,2.09,16.65%,07/26/17
AMGN,175.89,Put,180,10/20/17,86,8.25,8.43,8.60,8.3,1212,581,2.09,18.82%,07/26/17
BA,233.45,Call,225,07/28/17,2,8.45,8.83,9.20,7.98,943,452,2.09,57.56%,07/26/17
FB,165.61,Put,149,08/04/17,9,0.20,0.26,0.31,0.27,948,458,2.07,45.23%,07/26/17
GE,25.59,Call,26,01/19/18,177,0.91,0.94,0.97,0.91,6406,3097,2.07,15.03%,07/26/17
ASGN,51.71,Put,50,08/18/17,23,1.15,1.33,1.50,1.4,630,304,2.07,41.82%,07/26/17
BABA,155.79,Call,155,07/28/17,2,1.43,1.52,1.60,1.51,14903,7243,2.06,33.01%,07/26/17
TSLA,343.85,Call,337.5,07/28/17,2,7.40,7.63,7.85,7.7,1900,923,2.06,50.36%,07/26/17
CMG,340.6,Call,345,07/28/17,2,2.00,2.3,2.60,2.25,1014,492,2.06,57.68%,07/26/17
WDC,92.96,Call,100,08/04/17,9,0.84,0.87,0.89,0.79,662,322,2.06,56.75%,07/26/17
SNAP,13.4,Call,14,08/18/17,23,0.86,0.89,0.92,0.87,8823,4300,2.05,86.77%,07/26/17
FCX,15.06,Call,15.5,07/28/17,2,0.08,0.09,0.09,0.08,4555,2232,2.04,76.62%,07/26/17
MRK,61.8,Call,64.5,08/18/17,23,0.30,0.32,0.34,0.38,1943,958,2.03,19.62%,07/26/17
CLF,7.73,Call,9,07/28/17,2,0.04,0.05,0.06,0.05,2579,1271,2.03,230.83%,07/26/17
TSLA,343.85,Call,345,07/28/17,2,2.94,3.02,3.10,3.09,6998,3459,2.02,49.51%,07/26/17
MLCO,21.32,Put,20,10/20/17,86,0.85,0.9,0.95,0.95,1004,500,2.01,37.47%,07/26/17
CELG,137.75,Call,140,07/28/17,2,1.22,1.23,1.24,1.31,2554,1279,2,74.86%,07/26/17
TSLA,343.85,Put,347.5,07/28/17,2,5.55,5.73,5.90,5.85,643,322,2,50.12%,07/26/17
FB,165.61,Call,185,07/28/17,2,0.12,0.13,0.13,0.12,4175,2097,1.99,113.29%,07/26/17
CMCSA,39.35,Put,39,07/28/17,2,0.35,0.38,0.41,0.41,1933,974,1.98,65.70%,07/26/17
CF,28.88,Call,29.5,07/28/17,2,0.15,0.17,0.18,0.15,2593,1317,1.97,65.76%,07/26/17
PYPL,58.79,Call,60,07/28/17,2,1.15,1.16,1.16,1.13,2828,1435,1.97,136.37%,07/26/17
EROS,13.75,Call,15,08/18/17,23,0.45,0.58,0.70,0.55,564,287,1.97,77.19%,07/26/17
WLL,5.22,Put,5.5,07/28/17,2,0.30,0.35,0.39,0.36,1421,726,1.96,151.62%,07/26/17
NRG,24.67,Call,27,01/19/18,177,1.55,1.68,1.80,1.72,5042,2569,1.96,36.90%,07/26/17
NVDA,167.26,Call,167.5,07/28/17,2,1.46,1.51,1.55,1.47,9896,5060,1.96,46.35%,07/26/17
DOW,66.42,Call,45,01/19/18,177,21.20,21.43,21.65,20.8,801,409,1.96,0.00%,07/26/17
PYPL,58.79,Put,58.5,07/28/17,2,1.47,1.54,1.61,1.62,973,497,1.96,137.37%,07/26/17
PM,117.65,Call,120,08/18/17,23,0.61,0.72,0.82,0.71,4848,2480,1.95,13.76%,07/26/17
LUV,59.52,Put,42,01/18/19,541,2.05,2.13,2.20,2.05,660,338,1.95,34.15%,07/26/17
SNAP,13.4,Call,13,07/28/17,2,0.42,0.51,0.60,0.56,623,319,1.95,95.32%,07/26/17
AMZN,1052.8,Call,1032.5,07/28/17,2,31.40,32.03,32.65,31.03,556,286,1.94,93.05%,07/26/17
FB,165.61,Put,165,09/15/17,51,5.00,5.5,6.00,5.6,2188,1125,1.94,24.28%,07/26/17
DFS,63.13,Put,63.5,07/28/17,2,1.10,1.3,1.50,1.25,847,438,1.93,83.68%,07/26/17
ON,15.64,Call,17,08/18/17,23,0.10,0.13,0.15,0.13,2243,1164,1.93,34.98%,07/26/17
GILD,74.19,Put,73,07/28/17,2,1.09,1.17,1.25,1.14,1203,626,1.92,110.64%,07/26/17
ABX,16.24,Put,16,07/28/17,2,0.25,0.27,0.28,0.26,3095,1610,1.92,110.82%,07/26/17
DVN,32.99,Call,40,10/20/17,86,0.29,0.35,0.40,0.41,1212,631,1.92,33.51%,07/26/17
BIIB,295.61,Call,300,08/18/17,23,4.60,5.05,5.50,5.4,1105,580,1.91,23.82%,07/26/17
BAC,24.21,Put,23.5,09/01/17,37,0.35,0.36,0.37,0.35,4357,2286,1.91,22.23%,07/26/17
SPGI,154.58,Call,155,08/18/17,23,3.10,3.25,3.40,3.27,1080,565,1.91,22.48%,07/26/17
C,67.98,Call,69.5,07/28/17,2,0.02,0.03,0.04,0.07,786,414,1.9,28.20%,07/26/17
AVGO,257.01,Call,257.5,07/28/17,2,1.40,1.45,1.50,1.65,761,401,1.9,31.28%,07/26/17
NVDA,167.26,Put,170,07/28/17,2,3.35,3.45,3.55,3.58,2453,1303,1.88,49.81%,07/26/17
NVDA,167.26,Call,175,08/04/17,9,0.97,1.01,1.05,0.98,2128,1134,1.88,35.96%,07/26/17
DIS,106.94,Call,108,08/04/17,9,0.57,0.63,0.68,0.64,2192,1165,1.88,16.75%,07/26/17
FB,165.61,Call,177.5,08/18/17,23,0.98,1.19,1.40,1.13,1386,737,1.88,29.97%,07/26/17
XOM,80.37,Put,79.5,07/28/17,2,0.31,0.33,0.34,0.26,2461,1316,1.87,40.33%,07/26/17
BIDU,201.17,Call,207.5,07/28/17,2,2.40,2.47,2.53,2.42,547,293,1.87,117.31%,07/26/17
BABA,155.79,Call,155,08/11/17,16,4.95,5.08,5.20,5.03,9112,4891,1.86,36.88%,07/26/17
GILD,74.19,Put,69,07/28/17,2,0.25,0.28,0.30,0.28,820,441,1.86,119.85%,07/26/17
KGC,4.27,Call,4.5,08/04/17,9,0.04,0.06,0.07,0.07,1295,697,1.86,54.42%,07/26/17
AAPL,153.46,Put,155,07/28/17,2,1.63,1.67,1.71,1.85,4822,2587,1.86,19.36%,07/26/17
AMZN,1052.8,Put,1010,07/28/17,2,4.80,4.9,5.00,4.91,1465,788,1.86,89.01%,07/26/17
AMD,14.76,Call,16,07/28/17,2,0.02,0.03,0.04,0.03,32254,17440,1.85,107.96%,07/26/17
CMG,340.6,Call,352.5,07/28/17,2,0.70,0.75,0.80,0.75,908,491,1.85,59.81%,07/26/17
BKS,8,Call,9,10/20/17,86,0.35,0.43,0.50,0.44,738,400,1.85,50.54%,07/26/17
GOOG,947.8,Call,945,07/28/17,2,4.10,4.85,5.60,4.9,561,306,1.83,16.40%,07/26/17
JPM,91.93,Put,93.5,08/18/17,23,2.13,2.15,2.16,2.22,621,339,1.83,13.76%,07/26/17
DAL,51.13,Call,57.5,08/18/17,23,0.04,0.06,0.08,0.06,4002,2195,1.82,27.31%,07/26/17
TWTR,19.61,Call,20.5,08/18/17,23,0.75,0.82,0.89,0.8,612,337,1.82,61.59%,07/26/17
PYPL,58.79,Put,52,07/28/17,2,0.05,0.09,0.12,0.09,844,464,1.82,142.19%,07/26/17
SNAP,13.4,Put,12.5,08/18/17,23,0.98,1.04,1.09,1.02,623,342,1.82,114.30%,07/26/17
